Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;77, VILLENEUVE-SAINT-DENIS, Réseau de Village Nature;2021;Réseau de chaleur,Réseau de Village Nature,VILLENEUVE-SAINT-DENIS;kgCO2e/kWh;Ile-de-France, VILLENEUVE-SAINT-DENIS;30;0,017;Réseaux de chaleur / froid ; Île-de-France ; 77. Seine-et-Marne;;
Réseau de chaleur;78, ACHERES, DOMNIS ACHERES;2021;Réseau de chaleur,ACHERES,DOMNIS ACHERES;kgCO2e/kWh;Ile-de-France, ACHERES;30;0,109;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, CARRIERES-SOUS-POISSY, Carrière sous Poissy;2021;Réseau de chaleur,Carrière sous Poissy,CARRIERES-SOUS-POISSY;kgCO2e/kWh;Ile-de-France, CARRIERES-SOUS-POISSY;30;0,153;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Carrieres-sur-Seine, Réseau de Carrières - Chatou;2021;Réseau de chaleur,Carrieres-sur-Seine,Réseau de Carrières - Chatou;kgCO2e/kWh;Ile-de-France, Carrieres-sur-Seine;30;0,014;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, LE CHESNAY, Parly II;2021;Réseau de chaleur,LE CHESNAY,Parly II;kgCO2e/kWh;Ile-de-France, LE CHESNAY;30;0,247;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, LES MUREAUX, Grand Ouest et Musiciens;2021;Réseau de chaleur,LES MUREAUX,Grand Ouest et Musiciens;kgCO2e/kWh;Ile-de-France, LES MUREAUX;30;0,14;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Mantes-la-Jolie, Le Val Fourré;2021;Réseau de chaleur,Le Val Fourré,Mantes-la-Jolie;kgCO2e/kWh;Ile-de-France, Mantes-la-Jolie;30;0,139;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Plaisir, Réseau de Plaisir - Resop;2021;Réseau de chaleur,Plaisir,Réseau de Plaisir - Resop;kgCO2e/kWh;Ile-de-France, Plaisir;30;0,077;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Saint-Germain-en-Laye, Réseau de Saint Germain en Laye;2021;Réseau de chaleur,Réseau de Saint Germain en Laye,Saint-Germain-en-Laye;kgCO2e/kWh;Ile-de-France, Saint-Germain-en-Laye;30;0,143;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Velizy-Villacoublay, Réseau de Vélizy;2021;Réseau de chaleur,Velizy-Villacoublay,Réseau de Vélizy;kgCO2e/kWh;Ile-de-France, Velizy-Villacoublay;30;0,271;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;78, Versailles, Réseau de Versailles;2021;Réseau de chaleur,Versailles,Réseau de Versailles;kgCO2e/kWh;Ile-de-France, Versailles;30;0,29;Réseaux de chaleur / froid ; Île-de-France ; 78. Yvelines;;
Réseau de chaleur;79, BRESSUIRE, Réseau de Bressuire;2021;Réseau de chaleur,BRESSUIRE,Réseau de Bressuire;kgCO2e/kWh;Poitou-Charente, BRESSUIRE;30;0,185;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;79, L'ABSIE, Réseau de l'Absie;2021;Réseau de chaleur,L'ABSIE,Réseau de l'Absie;kgCO2e/kWh;Poitou-Charente, L'ABSIE;30;0,019;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;79, LEZAY, Réseau de chaleur CC Mellois en Poitou;2021;Réseau de chaleur,LEZAY,Réseau de chaleur CC Mellois en Poitou;kgCO2e/kWh;Poitou-Charente, LEZAY;30;0,034;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;79, Niort, Le Clou Bouchet;2021;Réseau de chaleur,NIORT,Le Clou Bouchet;kgCO2e/kWh;Poitou-Charente, Niort;30;0,274;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;79, NIORT, Quartier Les Brizeaux;2021;Réseau de chaleur,NIORT,Quartier Les Brizeaux;kgCO2e/kWh;Poitou-Charente, NIORT;30;0,153;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;79, ROMANS, Réseau de Romans;2021;Réseau de chaleur,Réseau de Romans,ROMANS;kgCO2e/kWh;Poitou-Charente, ROMANS;30;0,019;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;8, CHARLEVILLE-MEZIERES, La Citadelle;2021;Réseau de chaleur,CHARLEVILLE-MEZIERES,La Citadelle;kgCO2e/kWh;Champagne-Ardenne, CHARLEVILLE-MEZIERES;30;0,18;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, CHARLEVILLE-MEZIERES, Ronde couture;2021;Réseau de chaleur,CHARLEVILLE-MEZIERES,Ronde couture;kgCO2e/kWh;Champagne-Ardenne, CHARLEVILLE-MEZIERES;30;0,126;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, CLAVY-WARBY, Réseau de chaleur au bois déchiqueté à Clavy Warby;2021;Réseau de chaleur,Réseau de chaleur au bois déchiqueté à Clavy Warby,CLAVY-WARBY;kgCO2e/kWh;Champagne-Ardenne, CLAVY-WARBY;30;0,019;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, ecordal, chaufferie communale;2021;Réseau de chaleur,chaufferie communale,ecordal;kgCO2e/kWh;Champagne-Ardenne, ecordal;30;0,018;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, LALOBBE, Réseau de chaleur bois de Lalobbe;2021;Réseau de chaleur,Réseau de chaleur bois de Lalobbe,LALOBBE;kgCO2e/kWh;Champagne-Ardenne, LALOBBE;30;0,023;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, MACHAULT, Réseau de chaleur bois de Machault;2021;Réseau de chaleur,MACHAULT,Réseau de chaleur bois de Machault;kgCO2e/kWh;Champagne-Ardenne, MACHAULT;30;0,16;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, MONTCORNET, Réseau de chaleur de Montcornet;2021;Réseau de chaleur,Réseau de chaleur de Montcornet,MONTCORNET;kgCO2e/kWh;Champagne-Ardenne, MONTCORNET;30;0,017;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, POIX-TERRON, Réseau de chaleur bois de Poix Terron;2021;Réseau de chaleur,Réseau de chaleur bois de Poix Terron,POIX-TERRON;kgCO2e/kWh;Champagne-Ardenne, POIX-TERRON;30;0,019;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, ROCROI, Réseau de chaleur de Rocroi;2021;Réseau de chaleur,Réseau de chaleur de Rocroi,ROCROI;kgCO2e/kWh;Champagne-Ardenne, ROCROI;30;0,098;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, SAINT-LOUP-TERRIER, Réseau de chaleur bois de St Loup Terrier;2021;Réseau de chaleur,Réseau de chaleur bois de St Loup Terrier,SAINT-LOUP-TERRIER;kgCO2e/kWh;Champagne-Ardenne, SAINT-LOUP-TERRIER;30;0,017;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, SEDAN, Zup de Sedan;2021;Réseau de chaleur,SEDAN,Zup de Sedan;kgCO2e/kWh;Champagne-Ardenne, SEDAN;30;0,143;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, THIN-LE-MOUTIER, Réseau de chaleur de Thin le Moutier;2021;Réseau de chaleur,Réseau de chaleur de Thin le Moutier,THIN-LE-MOUTIER;kgCO2e/kWh;Champagne-Ardenne, THIN-LE-MOUTIER;30;0,027;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;8, VILLERS-LE-TOURNEUR, Réseau de chaleur bois de Villers le Tourneur;2021;Réseau de chaleur,Réseau de chaleur bois de Villers le Tourneur,VILLERS-LE-TOURNEUR;kgCO2e/kWh;Champagne-Ardenne, VILLERS-LE-TOURNEUR;30;0,024;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;80, ABBEVILLE, Réseau d'Abbeville;2021;Réseau de chaleur,ABBEVILLE,Réseau d'Abbeville;kgCO2e/kWh;Picardie, ABBEVILLE;30;0,126;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;80, Amiens, Etouvie;2021;Réseau de chaleur,Amiens,Etouvie;kgCO2e/kWh;Picardie, Amiens;30;0,186;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;80, Amiens, Réseau de la ville d'AMIENS;2021;Réseau de chaleur,Amiens,Réseau de la ville d'AMIENS;kgCO2e/kWh;Picardie, Amiens;30;0,153;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;80, Corbie, Réseau de chaleur de Corbie;2021;Réseau de chaleur,Réseau de chaleur de Corbie,Corbie;kgCO2e/kWh;Picardie, Corbie;30;0,066;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;80, MONTDIDIER, Rodolphe BRAL;2021;Réseau de chaleur,MONTDIDIER,Rodolphe BRAL;kgCO2e/kWh;Picardie, MONTDIDIER;30;0,263;Réseaux de chaleur / froid ; Picardie;;;
Réseau de chaleur;81, ALBAN, Réseau de chaleur d'ALBAN;2021;Réseau de chaleur,ALBAN,Réseau de chaleur d'ALBAN;kgCO2e/kWh;Midi-Pyrénées, ALBAN;30;0,041;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, Carmaux, Reseau de Carmaux;2021;Réseau de chaleur,Carmaux,Reseau de Carmaux;kgCO2e/kWh;Midi-Pyrénées, Carmaux;30;0,336;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, Castres, Réseau de Chauffage Urbain Castres Lameilhé;2021;Réseau de chaleur,Castres,Réseau de Chauffage Urbain Castres Lameilhé;kgCO2e/kWh;Midi-Pyrénées, Castres;30;0,056;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, GAILLAC, Gaillac - ZAC de Pouille;2021;Réseau de chaleur,GAILLAC,Gaillac - ZAC de Pouille;kgCO2e/kWh;Midi-Pyrénées, GAILLAC;30;0,067;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, GRAULHET, Reseau de chaleur de Graulhet;2021;Réseau de chaleur,Reseau de chaleur de Graulhet,GRAULHET;kgCO2e/kWh;Midi-Pyrénées, GRAULHET;30;0,048;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, LACAUNE, Réseau de chaleur de LACAUNE;2021;Réseau de chaleur,Réseau de chaleur de LACAUNE,LACAUNE;kgCO2e/kWh;Midi-Pyrénées, LACAUNE;30;0,022;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;81, Mazamet, Chauffage urbain de Mazamet;2021;Réseau de chaleur,Mazamet,Chauffage urbain de Mazamet;kgCO2e/kWh;Midi-Pyrénées, Mazamet;30;0,089;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;82, Caylus, Réseau de Caylus;2021;Réseau de chaleur,Caylus,Réseau de Caylus;kgCO2e/kWh;Midi-Pyrénées, Caylus;30;0,017;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;82, MONTAUBAN, RESEAUX SUD-OUEST ENERGIES SERVICES;2021;Réseau de chaleur,MONTAUBAN,RESEAUX SUD-OUEST ENERGIES SERVICES;kgCO2e/kWh;Midi-Pyrénées, MONTAUBAN;30;6,00E-03;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;82, NEGREPELISSE, Chaufferie bois Negrepelisse;2021;Réseau de chaleur,Chaufferie bois Negrepelisse,NEGREPELISSE;kgCO2e/kWh;Midi-Pyrénées, NEGREPELISSE;30;0,017;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;82, VILLEBRUMIER, Villebrumier;2021;Réseau de chaleur,Villebrumier;kgCO2e/kWh;Midi-Pyrénées, VILLEBRUMIER;30;0,02;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;83, LA SEYNE-SUR-MER, Berthe;2021;Réseau de chaleur,Berthe,LA SEYNE-SUR-MER;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, LA SEYNE-SUR-MER;30;4,00E-03;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;83, TOULON, La Beaucaire;2021;Réseau de chaleur,TOULON,La Beaucaire;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, TOULON;30;4,00E-03;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;84, Avignon, Le Triennal;2021;Réseau de chaleur,Avignon,Le Triennal;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Avignon;30;0,213;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;85, LA ROCHE-SUR-YON, ZAD Nord-Est;2021;Réseau de chaleur,ZAD Nord-Est,LA ROCHE-SUR-YON;kgCO2e/kWh;Pays-de-la-Loire, LA ROCHE-SUR-YON;30;0,231;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;85, LES HERBIERS, Réseau les Herbiers;2021;Réseau de chaleur,LES HERBIERS,Réseau les Herbiers;kgCO2e/kWh;Pays-de-la-Loire, LES HERBIERS;30;0,081;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;85, SAINT-PIERRE-DU-CHEMIN, Réseau de chaleur Saint-pierre-du-chemin;2021;Réseau de chaleur,SAINT-PIERRE-DU-CHEMIN,Réseau de chaleur Saint-pierre-du-chemin;kgCO2e/kWh;Pays-de-la-Loire, SAINT-PIERRE-DU-CHEMIN;30;0,023;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;86, CHATELLERAULT, Réseau de Chaleur Ozon Sud;2021;Réseau de chaleur,Réseau de Chaleur Ozon Sud,CHATELLERAULT;kgCO2e/kWh;Poitou-Charente, CHATELLERAULT;30;0,229;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, CIVAUX, Réseau de Civaux;2021;Réseau de chaleur,CIVAUX,Réseau de Civaux;kgCO2e/kWh;Poitou-Charente, CIVAUX;30;0,061;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, LUSIGNAN, Réseau Lusignan;2021;Réseau de chaleur,Réseau Lusignan,LUSIGNAN;kgCO2e/kWh;Poitou-Charente, LUSIGNAN;30;0,056;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, Poitiers, Réseau chaleur université de Poitiers;2021;Réseau de chaleur,Poitiers,Réseau chaleur université de Poitiers;kgCO2e/kWh;Poitou-Charente, Poitiers;30;0,027;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, POITIERS, Réseau de BEL AIR - 3 CITES;2021;Réseau de chaleur,Poitiers,Réseau de BEL AIR - 3 CITES;kgCO2e/kWh;Poitou-Charente, POITIERS;30;0,457;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, POITIERS, Réseau Saint Cyprien - Clos Gaultier;2021;Réseau de chaleur,Poitiers,Réseau Saint Cyprien - Clos Gaultier;kgCO2e/kWh;Poitou-Charente, POITIERS;30;0,372;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;86, Poitiers, Zup des Couronneries;2021;Réseau de chaleur,Poitiers,Zup des Couronneries;kgCO2e/kWh;Poitou-Charente, Poitiers;30;0,096;Réseaux de chaleur / froid ; Poitou-Charentes;;;
Réseau de chaleur;87, BELLAC, Réseau de Bellac;2021;Réseau de chaleur,Réseau de Bellac,BELLAC;kgCO2e/kWh;Limousin, BELLAC;30;0,318;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;87, Limoges, Quartier de l'Hôtel de Ville;2021;Réseau de chaleur,Limoges,Quartier de l'Hôtel de Ville;kgCO2e/kWh;Limousin, Limoges;30;0,198;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;87, Limoges, Zac de Beaubreuil;2021;Réseau de chaleur,Limoges,Zac de Beaubreuil;kgCO2e/kWh;Limousin, Limoges;30;6,00E-03;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;87, Limoges, Zup Val de l'Aurence;2021;Réseau de chaleur,Limoges,Zup Val de l'Aurence;kgCO2e/kWh;Limousin, Limoges;30;0,085;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;87, Saint Yrieix la Perche, Réseau de chaleur Saint Yrieix la Perche;2021;Réseau de chaleur,Réseau de chaleur Saint Yrieix la Perche,Saint Yrieix la Perche;kgCO2e/kWh;Limousin, Saint Yrieix la Perche;30;0,051;Réseaux de chaleur / froid ; Limousin;;;
Réseau de chaleur;88, Ban-de-Sapt, BAN DE SAPT;2021;Réseau de chaleur,BAN DE SAPT,Ban-de-Sapt;kgCO2e/kWh;Lorraine, Ban-de-Sapt;30;0,201;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, DENIPAIRE, Réseau de denipaire;2021;Réseau de chaleur,Réseau de denipaire,DENIPAIRE;kgCO2e/kWh;Lorraine, DENIPAIRE;30;0,201;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, Epinal, Plateau de la Justice;2021;Réseau de chaleur,Epinal,Plateau de la Justice;kgCO2e/kWh;Lorraine, Epinal;30;0,057;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, FRAIZE, Chauffage urbain Fraize;2021;Réseau de chaleur,Chauffage urbain Fraize,FRAIZE;kgCO2e/kWh;Lorraine, FRAIZE;30;0,285;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, FREMIFONTAINE, Réseau de Fremifontaine;2021;Réseau de chaleur,Réseau de Fremifontaine,FREMIFONTAINE;kgCO2e/kWh;Lorraine, FREMIFONTAINE;30;0,022;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, Fresse-sur-Moselle, Réseau de Fresse sur Moselle;2021;Réseau de chaleur,Réseau de Fresse sur Moselle,Fresse-sur-Moselle;kgCO2e/kWh;Lorraine, Fresse-sur-Moselle;30;0,032;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, LA BRESSE, Réseau de La Bresse 1;2021;Réseau de chaleur,Réseau de La Bresse 1,LA BRESSE;kgCO2e/kWh;Lorraine, LA BRESSE;30;0,222;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, LA BRESSE, Réseau de La Bresse 2;2021;Réseau de chaleur,LA BRESSE,Réseau de La Bresse 2;kgCO2e/kWh;Lorraine, LA BRESSE;30;0,114;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, MONTHUREUX-SUR-SAONE, Réseau de Monthureux-sur-Saône;2021;Réseau de chaleur,Réseau de Monthureux-sur-Saône,MONTHUREUX-SUR-SAONE;kgCO2e/kWh;Lorraine, MONTHUREUX-SUR-SAONE;30;0,064;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, SAINT-DIE-DES-VOSGES, Quartier Kellerman;2021;Réseau de chaleur,Quartier Kellerman,SAINT-DIE-DES-VOSGES;kgCO2e/kWh;Lorraine, SAINT-DIE-DES-VOSGES;30;0,108;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, VAGNEY, Réseau de la ville de VAGNEY;2021;Réseau de chaleur,Réseau de la ville de VAGNEY,VAGNEY;kgCO2e/kWh;Lorraine, VAGNEY;30;0,052;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, VENTRON, Réseau de Ventron;2021;Réseau de chaleur,Réseau de Ventron,VENTRON;kgCO2e/kWh;Lorraine, VENTRON;30;0,036;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;88, VITTEL, Vittel;2021;Réseau de chaleur,Vittel;kgCO2e/kWh;Lorraine, VITTEL;30;0,106;Réseaux de chaleur / froid ; Lorraine;;;
Réseau de chaleur;89, AUXERRE, Zup de Sainte Geneviève;2021;Réseau de chaleur,AUXERRE,Zup de Sainte Geneviève;kgCO2e/kWh;Bourgogne, AUXERRE;30;0,097;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;89, QUARRE-LES-TOMBES, Réseau de Quarré-les-Tombes;2021;Réseau de chaleur,Réseau de Quarré-les-Tombes,QUARRE-LES-TOMBES;kgCO2e/kWh;Bourgogne, QUARRE-LES-TOMBES;30;0,014;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;89, Sens, Les Chaillots;2021;Réseau de chaleur,Sens,Les Chaillots;kgCO2e/kWh;Bourgogne, Sens;30;0,276;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;89, SENS, Zup des Grahuches;2021;Réseau de chaleur,Sens,Zup des Grahuches;kgCO2e/kWh;Bourgogne, SENS;30;0,033;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;90, Belfort, ZUP DES GLACIS;2021;Réseau de chaleur,Belfort,ZUP DES GLACIS;kgCO2e/kWh;Franche-Comté, Belfort;30;0,282;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;90, DELLE, Réseau de chaleur de Delle;2021;Réseau de chaleur,DELLE,Réseau de chaleur de Delle;kgCO2e/kWh;Franche-Comté, DELLE;30;0,105;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;91, BONDOUFLE, Réseau du quartier du Grand Parc de Bondoufle;2021;Réseau de chaleur,Réseau du quartier du Grand Parc de Bondoufle,BONDOUFLE;kgCO2e/kWh;Ile-de-France, BONDOUFLE;30;0,115;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, BRETIGNY-SUR-ORGE, OROBIA - Réseau de Brétigny-sur-Orge;2021;Réseau de chaleur,BRETIGNY-SUR-ORGE,OROBIA - Réseau de Brétigny-sur-Orge;kgCO2e/kWh;Ile-de-France, BRETIGNY-SUR-ORGE;30;0,091;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Bruyeres-le-Chatel, CEA DIF;2021;Réseau de chaleur,Bruyeres-le-Chatel,CEA DIF;kgCO2e/kWh;Ile-de-France, Bruyeres-le-Chatel;30;0,219;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, DOURDAN, Réseau de Dourdan;2021;Réseau de chaleur,DOURDAN,Réseau de Dourdan;kgCO2e/kWh;Ile-de-France, DOURDAN;30;0,279;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Epinay-sous-Senart, Réseau d'Epinay-sous-Sénart;2021;Réseau de chaleur,Epinay-sous-Senart,Réseau d'Epinay-sous-Sénart;kgCO2e/kWh;Ile-de-France, Epinay-sous-Senart;30;0,078;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Evry, Réseau d'Evry;2021;Réseau de chaleur,Evry,Réseau d'Evry;kgCO2e/kWh;Ile-de-France, Evry;30;0,146;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Grigny, Réseau de Grigny;2021;Réseau de chaleur,GRIGNY,Réseau de Grigny;kgCO2e/kWh;Ile-de-France, Grigny;30;0,196;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, GRIGNY, Réseau SEER Grigny-Viry;2021;Réseau de chaleur,GRIGNY,Réseau SEER Grigny-Viry;kgCO2e/kWh;Ile-de-France, GRIGNY;30;0,068;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, LES ULIS, Réseau des Ulis;2021;Réseau de chaleur,LES ULIS,Réseau des Ulis;kgCO2e/kWh;Ile-de-France, LES ULIS;30;0,09;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Massy, Réseau de Massy - Antony;2021;Réseau de chaleur,Massy,Réseau de Massy - Antony;kgCO2e/kWh;Ile-de-France, Massy;30;0,113;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, PALAISEAU, Réseau de chaleur de l'écoquartier Camille Claudel;2021;Réseau de chaleur,Réseau de chaleur de l'écoquartier Camille Claudel,PALAISEAU;kgCO2e/kWh;Ile-de-France, PALAISEAU;30;0,094;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Ris-Orangis, Réseau de Ris-Orangis;2021;Réseau de chaleur,Ris-Orangis,Réseau de Ris-Orangis;kgCO2e/kWh;Ile-de-France, Ris-Orangis;30;0,022;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Saclay, Paris Saclay;2021;Réseau de chaleur,Saclay,Paris Saclay;kgCO2e/kWh;Ile-de-France, Saclay;30;0,19;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Saint-Michel-Sur-Orge, Domaine du Bois des Roches;2021;Réseau de chaleur,Saint-Michel-Sur-Orge,Domaine du Bois des Roches;kgCO2e/kWh;Ile-de-France, Saint-Michel-Sur-Orge;30;0,298;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Sainte-Genevieve-des-Bois, Zup de Saint Hubert et Louis Pergaud;2021;Réseau de chaleur,Zup de Saint Hubert et Louis Pergaud,Sainte-Genevieve-des-Bois;kgCO2e/kWh;Ile-de-France, Sainte-Genevieve-des-Bois;30;0,346;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, VIGNEUX SUR SEINE, DSP - Vigneux - Concorde;2021;Réseau de chaleur,DSP - Vigneux - Concorde,VIGNEUX SUR SEINE;kgCO2e/kWh;Ile-de-France, VIGNEUX SUR SEINE;30;0,066;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Villejust, Parc d'activités;2021;Réseau de chaleur,Villejust,Parc d'activités;kgCO2e/kWh;Ile-de-France, Villejust;30;4,00E-03;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;91, Viry-Chatillon, Réseau de Viry Chatillon;2021;Réseau de chaleur,Viry-Chatillon,Réseau de Viry Chatillon;kgCO2e/kWh;Ile-de-France, Viry-Chatillon;30;0,242;Réseaux de chaleur / froid ; Île-de-France ; 91. Essonne;;
Réseau de chaleur;92, BAGNEUX, Réseau de Bagneux-Chatillon;2021;Réseau de chaleur,Réseau de Bagneux-Chatillon,BAGNEUX;kgCO2e/kWh;Ile-de-France, BAGNEUX;30;0,087;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
Réseau de chaleur;92, BOULOGNE-BILLANCOURT, Réseau chaud Seguin Rives de Seine;2021;Réseau de chaleur,BOULOGNE-BILLANCOURT,Réseau chaud Seguin Rives de Seine;kgCO2e/kWh;Ile-de-France, BOULOGNE-BILLANCOURT;30;0,114;Réseaux de chaleur / froid ; Île-de-France ; 92. Hauts-de-Seine;;
